period,org_code,org_name,type1_attendances,within_4h_type1,four_hour_pct_type1,wait_12plus_dta
2025-11-01,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",13220,5312,40.2,829
2025-11-01,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,5042,2107,41.8,29
2025-11-01,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,9961,4239,42.6,534
2025-11-01,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,13016,5565,42.8,495
2025-11-01,RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,7192,3097,43.1,362
2025-11-01,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,9695,4194,43.3,857
2025-11-01,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,14698,6679,45.4,1093
2025-11-01,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,10683,4857,45.5,1454
2025-11-01,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,8763,4073,46.5,373
2025-11-01,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,6370,2966,46.6,325
2025-11-01,RMC,BOLTON NHS FOUNDATION TRUST,8768,4133,47.1,395
2025-11-01,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,8819,4255,48.2,432
2025-11-01,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,7319,3558,48.6,569
2025-11-01,RJN,EAST CHESHIRE NHS TRUST,4516,2215,49.0,549
2025-11-01,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,13836,6790,49.1,1083
2025-11-01,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,7413,3652,49.3,24
2025-11-01,RH5,SOMERSET NHS FOUNDATION TRUST,11913,5922,49.7,87
2025-11-01,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,13768,6857,49.8,667
2025-11-01,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,8090,4040,49.9,875
2025-11-01,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,8870,4445,50.1,9
2025-11-01,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,6989,3545,50.7,922
2025-11-01,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,8917,4527,50.8,404
2025-11-01,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,11171,5698,51.0,306
2025-11-01,RWH,EAST AND NORTH HERTFORDSHIRE TEACHING NHS TRUST,9292,4754,51.2,185
2025-11-01,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,5805,2976,51.3,613
2025-11-01,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,11736,6021,51.3,2
2025-11-01,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,8397,4344,51.7,655
2025-11-01,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,16331,8461,51.8,1040
2025-11-01,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,6143,3196,52.0,326
2025-11-01,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,5129,2670,52.1,37
2025-11-01,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,11914,6262,52.6,386
2025-11-01,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,8986,4820,53.6,101
2025-11-01,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,10929,5875,53.8,461
2025-11-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,7533,4078,54.1,325
2025-11-01,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,6663,3624,54.4,42
2025-11-01,RJ2,LEWISHAM AND GREENWICH NHS TRUST,16440,8971,54.6,506
2025-11-01,R1H,BARTS HEALTH NHS TRUST,26111,14363,55.0,1000
2025-11-01,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,8182,4512,55.1,0
2025-11-01,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",8206,4525,55.1,466
2025-11-01,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,21369,11783,55.1,1160
2025-11-01,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,10617,5859,55.2,484
2025-11-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,9743,5416,55.6,268
2025-11-01,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,6339,3547,56.0,599
2025-11-01,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,12703,7115,56.0,17
2025-11-01,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,14479,8189,56.6,324
2025-11-01,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,10970,6249,57.0,6
2025-11-01,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,13118,7479,57.0,46
2025-11-01,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,9070,5176,57.1,551
2025-11-01,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,12523,7149,57.1,207
2025-11-01,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,8866,5116,57.7,155
2025-11-01,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,10560,6092,57.7,702
2025-11-01,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,16021,9269,57.9,811
2025-11-01,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,13224,7654,57.9,1105
2025-11-01,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6395,3714,58.1,229
2025-11-01,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,26810,15645,58.4,1068
2025-11-01,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,22861,13402,58.6,427
2025-11-01,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,13567,8006,59.0,48
2025-11-01,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,11116,6572,59.1,491
2025-11-01,RCF,AIREDALE NHS FOUNDATION TRUST,6085,3605,59.2,223
2025-11-01,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,22973,13636,59.4,716
2025-11-01,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,35573,21182,59.5,1702
2025-11-01,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,18631,11133,59.8,707
2025-11-01,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,12376,7469,60.4,12
2025-11-01,RWJ,STOCKPORT NHS FOUNDATION TRUST,8127,4940,60.8,445
2025-11-01,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,27251,16564,60.8,101
2025-11-01,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,12110,7367,60.8,0
2025-11-01,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,17705,10759,60.8,471
2025-11-01,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,14820,9024,60.9,862
2025-11-01,RWD,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,16510,10077,61.0,932
2025-11-01,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,11135,6836,61.4,1284
2025-11-01,RXF,MID YORKSHIRE TEACHING NHS TRUST,16746,10300,61.5,332
2025-11-01,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,17038,10483,61.5,13
2025-11-01,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,10425,6425,61.6,669
2025-11-01,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,27777,17260,62.1,869
2025-11-01,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,13650,8495,62.2,197
2025-11-01,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,6112,3799,62.2,6
2025-11-01,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,27121,16897,62.3,804
2025-11-01,RBK,WALSALL HEALTHCARE NHS TRUST,9935,6212,62.5,545
2025-11-01,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,11537,7212,62.5,620
2025-11-01,RLQ,WYE VALLEY NHS TRUST,5849,3661,62.6,178
2025-11-01,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,16630,10434,62.7,243
2025-11-01,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,12364,7813,63.2,471
2025-11-01,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,13199,8395,63.6,389
2025-11-01,R1F,ISLE OF WIGHT NHS TRUST,4230,2691,63.6,151
2025-11-01,RNZ,SALISBURY NHS FOUNDATION TRUST,4555,2917,64.0,54
2025-11-01,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,10226,6543,64.0,553
2025-11-01,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,5283,3389,64.1,4
2025-11-01,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,9954,6393,64.2,155
2025-11-01,RPA,MEDWAY NHS FOUNDATION TRUST,9523,6132,64.4,591
2025-11-01,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,4321,2781,64.4,61
2025-11-01,RJ6,CROYDON HEALTH SERVICES NHS TRUST,13347,8617,64.6,713
2025-11-01,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,27198,17967,66.1,2065
2025-11-01,RVJ,NORTH BRISTOL NHS TRUST,9172,6097,66.5,366
2025-11-01,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,14006,9357,66.8,1284
2025-11-01,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,12395,8303,67.0,1
2025-11-01,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,11357,7744,68.2,712
2025-11-01,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,11173,7676,68.7,7
2025-11-01,RA2,ROYAL SURREY NHS FOUNDATION TRUST,6753,4643,68.8,20
2025-11-01,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,10659,7349,68.9,76
2025-11-01,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,12411,8566,69.0,236
2025-11-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6933,4789,69.1,342
2025-11-01,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,13781,9560,69.4,292
2025-11-01,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,8802,6141,69.8,18
2025-11-01,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,9394,6616,70.4,0
2025-11-01,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,7743,5578,72.0,314
2025-11-01,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,8963,6470,72.2,625
2025-11-01,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,20633,14915,72.3,59
2025-11-01,RKE,WHITTINGTON HEALTH NHS TRUST,9340,6760,72.4,317
2025-11-01,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,9445,6845,72.5,4
2025-11-01,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,7786,5653,72.6,229
2025-11-01,RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,8530,6269,73.5,64
2025-11-01,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,5568,4104,73.7,0
2025-11-01,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,9942,7360,74.0,70
2025-11-01,RN7,DARTFORD AND GRAVESHAM NHS TRUST,11842,8773,74.1,249
2025-11-01,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,7200,5337,74.1,417
2025-11-01,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,10619,8042,75.7,0
2025-11-01,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,18346,14431,78.7,247
2025-11-01,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,16724,13641,81.6,20
2025-11-01,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,11300,9410,83.3,25
2025-11-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,6725,5644,83.9,0
2025-11-01,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,4998,4312,86.3,0
2025-12-01,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,12838,4912,38.3,578
2025-12-01,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,9775,4038,41.3,871
2025-12-01,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,8876,3819,43.0,441
2025-12-01,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,10764,4715,43.8,1429
2025-12-01,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,7893,3479,44.1,897
2025-12-01,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,14115,6304,44.7,1035
2025-12-01,RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,7217,3253,45.1,498
2025-12-01,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,5634,2584,45.9,32
2025-12-01,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,6918,3246,46.9,772
2025-12-01,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,13727,6466,47.1,1035
2025-12-01,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,10230,4822,47.1,635
2025-12-01,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,5187,2461,47.4,33
2025-12-01,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,6779,3224,47.6,551
2025-12-01,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,9074,4372,48.2,5
2025-12-01,RWH,EAST AND NORTH HERTFORDSHIRE TEACHING NHS TRUST,9346,4528,48.4,225
2025-12-01,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,13918,6746,48.5,673
2025-12-01,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,11321,5502,48.6,759
2025-12-01,RMC,BOLTON NHS FOUNDATION TRUST,8610,4182,48.6,440
2025-12-01,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,8135,3975,48.9,732
2025-12-01,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",8080,4018,49.7,453
2025-12-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,7785,3874,49.8,359
2025-12-01,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,11522,5759,50.0,4
2025-12-01,RH5,SOMERSET NHS FOUNDATION TRUST,11873,5971,50.3,132
2025-12-01,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,15674,7889,50.3,1111
2025-12-01,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,6384,3219,50.4,385
2025-12-01,RJN,EAST CHESHIRE NHS TRUST,4450,2258,50.7,285
2025-12-01,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",13846,7101,51.3,840
2025-12-01,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,20794,10723,51.6,770
2025-12-01,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,14024,7230,51.6,1276
2025-12-01,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,6312,3277,51.9,209
2025-12-01,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,6695,3485,52.1,581
2025-12-01,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,10601,5530,52.2,6
2025-12-01,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,8841,4641,52.5,466
2025-12-01,RJ2,LEWISHAM AND GREENWICH NHS TRUST,16397,8629,52.6,674
2025-12-01,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,5495,2895,52.7,634
2025-12-01,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,7786,4115,52.9,11
2025-12-01,R1H,BARTS HEALTH NHS TRUST,25706,13596,52.9,1088
2025-12-01,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,11394,6040,53.0,422
2025-12-01,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,11399,6134,53.8,433
2025-12-01,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,10436,5699,54.6,727
2025-12-01,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,11950,6538,54.7,272
2025-12-01,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,10530,5755,54.7,642
2025-12-01,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,8641,4773,55.2,338
2025-12-01,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,6245,3452,55.3,2
2025-12-01,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10979,6180,56.3,420
2025-12-01,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,8766,4948,56.4,609
2025-12-01,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,14438,8140,56.4,395
2025-12-01,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,12861,7278,56.6,30
2025-12-01,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,9074,5142,56.7,137
2025-12-01,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,15697,8937,56.9,722
2025-12-01,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,12997,7447,57.3,14
2025-12-01,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,6606,3794,57.4,56
2025-12-01,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,9441,5432,57.5,70
2025-12-01,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,17740,10326,58.2,497
2025-12-01,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,12169,7111,58.4,0
2025-12-01,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,26198,15310,58.4,1085
2025-12-01,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,9815,5747,58.6,155
2025-12-01,RLQ,WYE VALLEY NHS TRUST,5847,3433,58.7,202
2025-12-01,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,12604,7399,58.7,65
2025-12-01,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,17518,10284,58.7,809
2025-12-01,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,4536,2668,58.8,63
2025-12-01,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,33408,19653,58.8,1269
2025-12-01,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,10580,6234,58.9,774
2025-12-01,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,27283,16057,58.9,718
2025-12-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,9649,5711,59.2,204
2025-12-01,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6527,3871,59.3,160
2025-12-01,RPA,MEDWAY NHS FOUNDATION TRUST,9720,5797,59.6,680
2025-12-01,RWJ,STOCKPORT NHS FOUNDATION TRUST,8034,4808,59.8,438
2025-12-01,RWD,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,17127,10264,59.9,1081
2025-12-01,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,22507,13538,60.2,351
2025-12-01,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,7749,4683,60.4,0
2025-12-01,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,13497,8159,60.5,235
2025-12-01,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,27713,16889,60.9,869
2025-12-01,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,10941,6677,61.0,530
2025-12-01,RXF,MID YORKSHIRE TEACHING NHS TRUST,16288,9938,61.0,315
2025-12-01,RBK,WALSALL HEALTHCARE NHS TRUST,9994,6125,61.3,620
2025-12-01,R1F,ISLE OF WIGHT NHS TRUST,4274,2637,61.7,162
2025-12-01,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,10779,6660,61.8,1033
2025-12-01,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,10450,6470,61.9,481
2025-12-01,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,15671,9703,61.9,865
2025-12-01,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,11758,7299,62.1,11
2025-12-01,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,26603,16535,62.2,117
2025-12-01,RCF,AIREDALE NHS FOUNDATION TRUST,5866,3671,62.6,239
2025-12-01,RNZ,SALISBURY NHS FOUNDATION TRUST,4458,2797,62.7,101
2025-12-01,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,16151,10195,63.1,496
2025-12-01,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,22050,13983,63.4,520
2025-12-01,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,12939,8206,63.4,414
2025-12-01,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,12275,7832,63.8,446
2025-12-01,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,17035,10879,63.9,39
2025-12-01,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,13823,8960,64.8,1139
2025-12-01,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,5262,3437,65.3,6
2025-12-01,RVJ,NORTH BRISTOL NHS TRUST,9074,5930,65.4,430
2025-12-01,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,9857,6498,65.9,22
2025-12-01,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,27408,18114,66.1,1921
2025-12-01,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,10977,7263,66.2,12
2025-12-01,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,12246,8120,66.3,14
2025-12-01,RJ6,CROYDON HEALTH SERVICES NHS TRUST,13592,9027,66.4,691
2025-12-01,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,11581,7764,67.0,821
2025-12-01,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,10381,6974,67.2,60
2025-12-01,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,7850,5284,67.3,341
2025-12-01,RA2,ROYAL SURREY NHS FOUNDATION TRUST,6457,4396,68.1,10
2025-12-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,7283,4998,68.6,362
2025-12-01,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,12638,8681,68.7,257
2025-12-01,RKE,WHITTINGTON HEALTH NHS TRUST,9136,6317,69.1,258
2025-12-01,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,9266,6435,69.4,11
2025-12-01,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,8104,5689,70.2,181
2025-12-01,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,8832,6255,70.8,27
2025-12-01,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,5169,3685,71.3,3
2025-12-01,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,19984,14301,71.6,51
2025-12-01,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,10826,7790,72.0,0
2025-12-01,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,13329,9652,72.4,128
2025-12-01,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,7185,5285,73.6,424
2025-12-01,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,18605,13759,74.0,383
2025-12-01,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,8872,6600,74.4,457
2025-12-01,RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,8104,6089,75.1,49
2025-12-01,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,9699,7304,75.3,50
2025-12-01,RN7,DARTFORD AND GRAVESHAM NHS TRUST,11729,8848,75.4,342
2025-12-01,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,15746,12722,80.8,56
2025-12-01,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,11082,9034,81.5,25
2025-12-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,6808,5719,84.0,0
2025-12-01,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,4907,4320,88.0,0
2026-01-01,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,5497,1491,27.1,628
2026-01-01,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,8852,3208,36.2,807
2026-01-01,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,5067,1951,38.5,65
2026-01-01,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,12595,4879,38.7,1027
2026-01-01,RJN,EAST CHESHIRE NHS TRUST,4314,1760,40.8,384
2026-01-01,RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,7010,2879,41.1,667
2026-01-01,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,9631,3984,41.4,1139
2026-01-01,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,9248,3839,41.5,16
2026-01-01,RWH,EAST AND NORTH HERTFORDSHIRE TEACHING NHS TRUST,9586,4004,41.8,334
2026-01-01,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,7867,3306,42.0,1051
2026-01-01,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,10362,4352,42.0,53
